content_id,title,description,category,level,duration,difficulty,rating
1025,Natural Language Processing with Python,Master advanced techniques and industry best practices.,Cyber Security,Beginner,198,1,4.88
1026,SQL for Data Science,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,169,2,4.96
1027,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Beginner,165,3,3.73
1028,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Intermediate,77,2,4.66
1029,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,59,1,2.51
1030,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Data Science,Intermediate,108,2,2.67
1031,Full Stack Web Development,Perfect for beginners looking to start their journey.,Business Analytics,Intermediate,50,2,2.56
1032,Python for Beginners,Perfect for beginners looking to start their journey.,Software Engineering,Intermediate,182,2,4.43
1033,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Web Development,Intermediate,45,3,2.7
1034,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Cyber Security,Beginner,125,1,2.54
1035,Data Science Bootcamp,Hands-on training with real datasets and real-world scenarios.,Programming,Intermediate,103,2,2.87
1036,Python for Beginners,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Advanced,181,2,3.27
1037,Power BI for Data Analysis,Step-by-step guide to becoming a professional in this field.,Software Engineering,Intermediate,95,2,3.66
1038,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Cyber Security,Intermediate,163,2,2.66
1039,Deep Learning with TensorFlow,Understand concepts and apply them to real-life problems.,Cloud Computing,Intermediate,142,1,3.75
1040,Computer Vision Basics,Step-by-step guide to becoming a professional in this field.,Programming,Beginner,61,1,3.12
1041,Cloud Computing with AWS,Understand concepts and apply them to real-life problems.,Web Development,Intermediate,152,3,3.19
1042,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Advanced,80,1,4.55
1043,Artificial Intelligence Fundamentals,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Beginner,63,1,4.97
1044,SQL for Data Science,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Advanced,54,2,3.66
1045,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,127,3,3.3
1046,SQL for Data Science,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Beginner,110,3,4.83
1047,Mobile App Development with Flutter,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Advanced,147,2,3.75
1048,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Intermediate,20,3,4.33
1049,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Data Science,Advanced,62,1,3.53
1050,Full Stack Web Development,Build projects and gain practical experience.,Cloud Computing,Advanced,51,3,3.01
1051,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Data Science,Beginner,122,2,4.14
1052,Mobile App Development with Flutter,Understand concepts and apply them to real-life problems.,Web Development,Intermediate,52,3,4.16
1053,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Cyber Security,Beginner,114,3,3.65
1054,Cloud Computing with AWS,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Beginner,128,3,3.17
1055,Computer Vision Basics,Master advanced techniques and industry best practices.,Data Science,Beginner,85,2,4.58
1056,SQL for Data Science,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Intermediate,49,1,3.19
1057,Deep Learning with TensorFlow,Beginner-friendly course covering core concepts and practical applications.,Web Development,Intermediate,29,3,4.15
1058,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Programming,Intermediate,42,1,3.46
1059,Full Stack Web Development,Master advanced techniques and industry best practices.,Data Science,Intermediate,116,1,3.68
1060,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Beginner,58,1,3.03
1061,Cloud Computing with AWS,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Intermediate,192,3,4.12
1062,Cloud Computing with AWS,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,142,1,3.06
1063,Artificial Intelligence Fundamentals,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Beginner,176,3,3.71
1064,Power BI for Data Analysis,Master advanced techniques and industry best practices.,Software Engineering,Intermediate,177,3,3.32
1065,Cloud Computing with AWS,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Intermediate,181,3,4.91
1066,Natural Language Processing with Python,Build projects and gain practical experience.,Business Analytics,Advanced,199,1,4.96
1067,Machine Learning A-Z,Master advanced techniques and industry best practices.,Cyber Security,Intermediate,122,3,4.38
1068,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Intermediate,41,2,4.96
1069,"Web Development with HTML, CSS & JavaScript",Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Intermediate,24,2,2.78
1070,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Cyber Security,Beginner,158,2,4.98
1071,Artificial Intelligence Fundamentals,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,179,3,2.76
1072,Computer Vision Basics,Perfect for beginners looking to start their journey.,Web Development,Beginner,171,2,3.54
1073,Power BI for Data Analysis,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Beginner,158,3,3.1
1074,Advanced Excel for Business,Understand concepts and apply them to real-life problems.,Business Analytics,Beginner,158,3,4.88
1075,Computer Vision Basics,Step-by-step guide to becoming a professional in this field.,Web Development,Advanced,164,3,4.09
1076,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Data Science,Intermediate,179,1,3.99
1077,Cloud Computing with AWS,Understand concepts and apply them to real-life problems.,Data Science,Intermediate,102,2,4.99
1078,Computer Vision Basics,Perfect for beginners looking to start their journey.,Business Analytics,Beginner,174,3,4.03
1079,Machine Learning A-Z,Understand concepts and apply them to real-life problems.,Software Engineering,Beginner,51,2,4.12
1080,Computer Vision Basics,Master advanced techniques and industry best practices.,Business Analytics,Beginner,80,2,2.61
1081,Natural Language Processing with Python,Perfect for beginners looking to start their journey.,Web Development,Intermediate,44,1,4.65
1082,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Web Development,Beginner,83,2,4.93
1083,"Web Development with HTML, CSS & JavaScript",Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Intermediate,175,3,4.9
1084,Computer Vision Basics,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Intermediate,187,3,3.05
1085,SQL for Data Science,Perfect for beginners looking to start their journey.,Business Analytics,Intermediate,110,2,3.06
1086,Computer Vision Basics,Master advanced techniques and industry best practices.,Data Science,Beginner,161,2,3.42
1087,Computer Vision Basics,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Intermediate,61,1,3.28
1088,Artificial Intelligence Fundamentals,Beginner-friendly course covering core concepts and practical applications.,Programming,Intermediate,58,3,3.26
1089,Artificial Intelligence Fundamentals,Step-by-step guide to becoming a professional in this field.,Business Analytics,Intermediate,21,2,4.01
1090,Computer Vision Basics,Learn the fundamentals and build real-world projects step by step.,Programming,Beginner,100,2,4.51
1091,SQL for Data Science,Hands-on training with real datasets and real-world scenarios.,Programming,Beginner,20,3,4.84
1092,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Web Development,Beginner,128,2,2.67
1093,SQL for Data Science,Understand concepts and apply them to real-life problems.,Data Science,Advanced,179,1,3.19
1094,Mobile App Development with Flutter,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Beginner,144,2,3.14
1095,Mobile App Development with Flutter,Understand concepts and apply them to real-life problems.,Software Engineering,Advanced,83,2,3.39
1096,Introduction to Cyber Security,Hands-on training with real datasets and real-world scenarios.,Programming,Beginner,178,1,3.56
1097,Full Stack Web Development,Step-by-step guide to becoming a professional in this field.,Web Development,Beginner,101,1,3.47
1098,Computer Vision Basics,Perfect for beginners looking to start their journey.,Business Analytics,Intermediate,97,1,4.88
1099,Cloud Computing with AWS,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,130,3,3.59
1100,Full Stack Web Development,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Advanced,161,2,3.88
1101,Artificial Intelligence Fundamentals,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Intermediate,35,2,4.37
1102,Power BI for Data Analysis,Build projects and gain practical experience.,Business Analytics,Intermediate,73,1,4.31
1103,Machine Learning A-Z,Master advanced techniques and industry best practices.,Programming,Intermediate,160,3,3.96
1104,Python for Beginners,Learn the fundamentals and build real-world projects step by step.,Web Development,Intermediate,143,1,4.65
1105,Artificial Intelligence Fundamentals,Step-by-step guide to becoming a professional in this field.,Business Analytics,Advanced,99,2,4.06
1106,Cloud Computing with AWS,Master advanced techniques and industry best practices.,Web Development,Beginner,98,3,4.69
1107,Computer Vision Basics,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Intermediate,178,3,3.26
1108,Mobile App Development with Flutter,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Intermediate,168,2,2.83
1109,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Advanced,146,3,4.55
1110,Power BI for Data Analysis,Perfect for beginners looking to start their journey.,Data Science,Intermediate,177,3,3.46
1111,"Web Development with HTML, CSS & JavaScript",Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Advanced,42,1,4.13
1112,Machine Learning A-Z,Build projects and gain practical experience.,Artificial Intelligence,Intermediate,57,3,4.34
1113,Computer Vision Basics,Step-by-step guide to becoming a professional in this field.,Programming,Beginner,176,1,3.32
1114,Advanced Excel for Business,Beginner-friendly course covering core concepts and practical applications.,Data Science,Intermediate,96,3,3.76
1115,Introduction to Cyber Security,Perfect for beginners looking to start their journey.,Programming,Intermediate,51,1,4.74
1116,Cloud Computing with AWS,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Intermediate,131,1,4.7
1117,Introduction to Cyber Security,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Beginner,125,3,4.37
1118,Full Stack Web Development,Step-by-step guide to becoming a professional in this field.,Data Science,Intermediate,110,1,4.41
1119,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Beginner,117,2,4.74
1120,Cloud Computing with AWS,Understand concepts and apply them to real-life problems.,Cloud Computing,Advanced,64,2,4.34
1121,Deep Learning with TensorFlow,Advanced course for professionals aiming to upgrade their skills.,Data Science,Beginner,68,3,3.35
1122,Full Stack Web Development,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Intermediate,180,3,2.8
1123,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,23,3,3.55
1124,Natural Language Processing with Python,Perfect for beginners looking to start their journey.,Artificial Intelligence,Beginner,165,2,2.72
1125,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Programming,Advanced,83,3,2.79
1126,Mobile App Development with Flutter,Master advanced techniques and industry best practices.,Business Analytics,Beginner,175,3,4.88
1127,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Data Science,Beginner,127,1,4.19
1128,SQL for Data Science,Master advanced techniques and industry best practices.,Programming,Beginner,140,3,4.63
1129,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Web Development,Intermediate,109,2,4.11
1130,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Intermediate,75,2,3.55
1131,Machine Learning A-Z,Build projects and gain practical experience.,Software Engineering,Beginner,39,3,2.56
1132,Full Stack Web Development,Beginner-friendly course covering core concepts and practical applications.,Data Science,Intermediate,96,2,4.89
1133,Introduction to Cyber Security,Perfect for beginners looking to start their journey.,Cyber Security,Beginner,181,1,2.68
1134,Cloud Computing with AWS,Learn the fundamentals and build real-world projects step by step.,Web Development,Advanced,106,1,4.03
1135,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Intermediate,157,3,2.76
1136,Full Stack Web Development,Understand concepts and apply them to real-life problems.,Web Development,Advanced,134,3,3.21
1137,Computer Vision Basics,Master advanced techniques and industry best practices.,Cyber Security,Advanced,113,1,2.96
1138,Advanced Excel for Business,Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Beginner,169,1,3.88
1139,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Beginner,152,3,4.72
1140,"Web Development with HTML, CSS & JavaScript",Hands-on training with real datasets and real-world scenarios.,Programming,Intermediate,191,2,4.09
1141,Deep Learning with TensorFlow,Understand concepts and apply them to real-life problems.,Cyber Security,Beginner,133,3,4.16
1142,Machine Learning A-Z,Step-by-step guide to becoming a professional in this field.,Web Development,Beginner,28,3,4.77
1143,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Software Engineering,Beginner,62,3,4.37
1144,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Beginner,23,3,4.66
1145,Deep Learning with TensorFlow,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Intermediate,189,3,3.54
1146,Artificial Intelligence Fundamentals,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Beginner,84,3,4.66
1147,Advanced Excel for Business,Build projects and gain practical experience.,Web Development,Beginner,117,3,4.11
1148,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Intermediate,188,2,2.84
1149,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Beginner,74,3,2.6
1150,Artificial Intelligence Fundamentals,Perfect for beginners looking to start their journey.,Data Science,Advanced,165,1,3.11
1151,Computer Vision Basics,Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Beginner,163,3,3.45
1152,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Intermediate,106,2,4.59
1153,Mobile App Development with Flutter,Build projects and gain practical experience.,Programming,Beginner,193,1,4.35
1154,SQL for Data Science,Understand concepts and apply them to real-life problems.,Web Development,Beginner,183,3,4.89
1155,Machine Learning A-Z,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,109,3,3.9
1156,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Data Science,Intermediate,63,1,4.37
1157,Power BI for Data Analysis,Perfect for beginners looking to start their journey.,Artificial Intelligence,Advanced,24,3,3.19
1158,"Web Development with HTML, CSS & JavaScript",Learn the fundamentals and build real-world projects step by step.,Web Development,Intermediate,48,2,4.2
1159,Artificial Intelligence Fundamentals,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Beginner,145,3,4.27
1160,Deep Learning with TensorFlow,Understand concepts and apply them to real-life problems.,Business Analytics,Beginner,23,2,4.62
1161,Cloud Computing with AWS,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Beginner,118,3,3.84
1162,Computer Vision Basics,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Beginner,68,1,4.12
1163,Cloud Computing with AWS,Build projects and gain practical experience.,Data Science,Beginner,104,2,3.01
1164,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Advanced,155,3,4.34
1165,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Intermediate,141,3,4.6
1166,Natural Language Processing with Python,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Intermediate,199,1,3.98
1167,SQL for Data Science,Perfect for beginners looking to start their journey.,Software Engineering,Intermediate,135,1,2.79
1168,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Intermediate,168,2,3.28
1169,Data Science Bootcamp,Build projects and gain practical experience.,Software Engineering,Beginner,174,2,3.69
1170,"Web Development with HTML, CSS & JavaScript",Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Intermediate,185,2,4.19
1171,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Software Engineering,Advanced,152,3,3.3
1172,Power BI for Data Analysis,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Beginner,104,3,4.6
1173,SQL for Data Science,Build projects and gain practical experience.,Artificial Intelligence,Beginner,80,2,3.43
1174,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Software Engineering,Advanced,155,3,2.61
1175,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Web Development,Intermediate,105,1,4.48
1176,Artificial Intelligence Fundamentals,Perfect for beginners looking to start their journey.,Data Science,Beginner,37,3,4.11
1177,Python for Beginners,Understand concepts and apply them to real-life problems.,Cloud Computing,Intermediate,151,2,4.5
1178,Deep Learning with TensorFlow,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,23,3,3.37
1179,Python for Beginners,Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Beginner,184,1,2.54
1180,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Cyber Security,Beginner,146,2,2.68
1181,SQL for Data Science,Perfect for beginners looking to start their journey.,Data Science,Beginner,162,2,2.78
1182,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Intermediate,185,2,4.51
1183,Computer Vision Basics,Build projects and gain practical experience.,Software Engineering,Intermediate,174,2,3.25
1184,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Cyber Security,Advanced,67,3,4.99
1185,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Beginner,65,1,4.4
1186,Python for Beginners,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Intermediate,65,3,4.0
1187,Introduction to Cyber Security,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,67,3,4.96
1188,Machine Learning A-Z,Build projects and gain practical experience.,Web Development,Beginner,139,2,3.29
1189,"Web Development with HTML, CSS & JavaScript",Learn the fundamentals and build real-world projects step by step.,Software Engineering,Advanced,151,1,2.91
1190,Python for Beginners,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Beginner,38,3,4.34
1191,Mobile App Development with Flutter,Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Beginner,38,1,3.2
1192,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Beginner,61,1,4.9
1193,Full Stack Web Development,Build projects and gain practical experience.,Data Science,Beginner,111,1,4.97
1194,SQL for Data Science,Understand concepts and apply them to real-life problems.,Programming,Intermediate,24,1,4.82
1195,Deep Learning with TensorFlow,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Advanced,67,3,4.86
1196,SQL for Data Science,Master advanced techniques and industry best practices.,Artificial Intelligence,Intermediate,172,1,4.04
1197,Machine Learning A-Z,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Advanced,45,3,4.23
1198,Artificial Intelligence Fundamentals,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Intermediate,93,1,2.74
1199,Power BI for Data Analysis,Master advanced techniques and industry best practices.,Cloud Computing,Advanced,128,1,4.41
1200,Power BI for Data Analysis,Hands-on training with real datasets and real-world scenarios.,Programming,Beginner,154,3,3.01
1201,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Business Analytics,Advanced,191,2,4.6
1202,Mobile App Development with Flutter,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Beginner,106,3,4.9
1203,Artificial Intelligence Fundamentals,Understand concepts and apply them to real-life problems.,Cyber Security,Advanced,174,1,3.03
1204,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Data Science,Beginner,189,3,2.7
1205,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Intermediate,92,1,3.71
1206,Artificial Intelligence Fundamentals,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Intermediate,75,3,4.48
1207,Full Stack Web Development,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Advanced,150,3,4.43
1208,Data Science Bootcamp,Build projects and gain practical experience.,Programming,Intermediate,145,3,4.24
1209,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Software Engineering,Beginner,160,2,4.55
1210,Power BI for Data Analysis,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Intermediate,78,3,2.94
1211,Advanced Excel for Business,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Beginner,57,3,4.13
1212,Computer Vision Basics,Beginner-friendly course covering core concepts and practical applications.,Programming,Beginner,104,2,4.01
1213,Python for Beginners,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Beginner,102,2,2.88
1214,Introduction to Cyber Security,Advanced course for professionals aiming to upgrade their skills.,Data Science,Beginner,105,1,3.54
1215,Deep Learning with TensorFlow,Perfect for beginners looking to start their journey.,Cyber Security,Intermediate,20,1,4.63
1216,Mobile App Development with Flutter,Step-by-step guide to becoming a professional in this field.,Web Development,Advanced,197,3,4.93
1217,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Cloud Computing,Advanced,156,1,4.16
1218,SQL for Data Science,Understand concepts and apply them to real-life problems.,Software Engineering,Beginner,147,3,4.8
1219,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Beginner,72,2,2.83
1220,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Beginner,107,2,4.94
1221,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Programming,Beginner,157,3,2.58
1222,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,103,1,3.82
1223,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Programming,Beginner,96,1,3.23
1224,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Intermediate,48,1,4.53
1225,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Intermediate,55,3,3.04
1226,Artificial Intelligence Fundamentals,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,46,1,2.53
1227,Advanced Excel for Business,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,165,2,3.54
1228,Power BI for Data Analysis,Build projects and gain practical experience.,Cloud Computing,Intermediate,37,2,2.66
1229,Full Stack Web Development,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Intermediate,137,2,3.23
1230,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Artificial Intelligence,Beginner,156,2,4.11
1231,SQL for Data Science,Build projects and gain practical experience.,Cloud Computing,Beginner,86,2,3.24
1232,Machine Learning A-Z,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Beginner,154,2,3.11
1233,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Beginner,77,2,2.89
1234,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,49,2,2.84
1235,Advanced Excel for Business,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Beginner,92,2,3.81
1236,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Data Science,Beginner,142,3,4.2
1237,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Programming,Beginner,101,3,3.63
1238,Python for Beginners,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Intermediate,36,2,2.81
1239,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Programming,Beginner,153,2,4.12
1240,Introduction to Cyber Security,Build projects and gain practical experience.,Artificial Intelligence,Intermediate,58,2,3.89
1241,Computer Vision Basics,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Beginner,172,1,3.45
1242,SQL for Data Science,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Beginner,189,3,3.33
1243,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Advanced,189,2,2.96
1244,Natural Language Processing with Python,Master advanced techniques and industry best practices.,Programming,Intermediate,78,3,2.87
1245,Introduction to Cyber Security,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Beginner,121,2,3.35
1246,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Programming,Intermediate,57,1,2.6
1247,Data Science Bootcamp,Understand concepts and apply them to real-life problems.,Web Development,Intermediate,178,2,3.59
1248,Full Stack Web Development,Advanced course for professionals aiming to upgrade their skills.,Data Science,Beginner,176,3,4.0
1249,Machine Learning A-Z,Beginner-friendly course covering core concepts and practical applications.,Data Science,Beginner,123,3,4.85
1250,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Artificial Intelligence,Advanced,28,3,4.06
1251,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,20,3,4.06
1252,Deep Learning with TensorFlow,Perfect for beginners looking to start their journey.,Programming,Beginner,121,2,3.44
1253,Python for Beginners,Perfect for beginners looking to start their journey.,Artificial Intelligence,Beginner,106,1,2.83
1254,Introduction to Cyber Security,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Intermediate,142,1,3.62
1255,Data Science Bootcamp,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Advanced,66,2,4.0
1256,Data Science Bootcamp,Step-by-step guide to becoming a professional in this field.,Programming,Intermediate,95,2,4.31
1257,Natural Language Processing with Python,Perfect for beginners looking to start their journey.,Data Science,Intermediate,29,3,4.57
1258,Mobile App Development with Flutter,Build projects and gain practical experience.,Artificial Intelligence,Advanced,163,2,3.14
1259,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Web Development,Intermediate,194,1,3.1
1260,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Intermediate,62,2,3.91
1261,Machine Learning A-Z,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Advanced,171,2,3.92
1262,Mobile App Development with Flutter,Master advanced techniques and industry best practices.,Programming,Beginner,155,1,3.04
1263,SQL for Data Science,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Intermediate,94,1,3.97
1264,Power BI for Data Analysis,Perfect for beginners looking to start their journey.,Web Development,Intermediate,124,2,3.36
1265,"Web Development with HTML, CSS & JavaScript",Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Advanced,45,3,4.1
1266,Artificial Intelligence Fundamentals,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Advanced,26,3,3.23
1267,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Business Analytics,Intermediate,98,3,3.98
1268,Python for Beginners,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Advanced,34,1,4.42
1269,Natural Language Processing with Python,Build projects and gain practical experience.,Cloud Computing,Intermediate,195,1,4.95
1270,Deep Learning with TensorFlow,Step-by-step guide to becoming a professional in this field.,Cyber Security,Beginner,150,3,4.78
1271,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Programming,Beginner,163,2,3.76
1272,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Artificial Intelligence,Intermediate,108,2,3.72
1273,Full Stack Web Development,Understand concepts and apply them to real-life problems.,Cyber Security,Beginner,116,2,3.59
1274,Machine Learning A-Z,Build projects and gain practical experience.,Software Engineering,Beginner,161,1,2.57
1275,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Programming,Beginner,22,1,2.91
1276,Introduction to Cyber Security,Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Advanced,92,3,2.65
1277,Data Science Bootcamp,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,50,2,4.24
